timestamp,station,pump,sequence_position,pump_status,operating_state,station_pressure_psi,station_flow_pct,pump_load_pct,running_hours_total,start_count_total,elmot_de_h_mm_s,elmot_de_v_mm_s,elmot_de_a_mm_s,elmot_nde_h_mm_s,elmot_nde_v_mm_s,elmot_nde_a_mm_s,pump_de_h_mm_s,pump_de_v_mm_s,pump_de_a_mm_s,pump_nde_h_mm_s,pump_nde_v_mm_s,pump_nde_a_mm_s,vibration_max_mm_s,temp_elmot_de_c,temp_elmot_nde_c,temp_pump_de_c,temp_pump_nde_c,temp_max_c,health_label,failure_mode,event_id,hours_to_failure,data_source,notes
2025-09-16 00:00:00,Batang Station,A,2,OFF,OFF,78.28,55.59,0,1371.6,287,0.032,0.044,0.021,0.048,0.044,0.034,0.05,0.033,0.048,0.056,0.035,0.03,0.056,32.8,32.4,32.8,32.9,32.9,HEALTHY,,,,SYNTHETIC,
2025-09-16 00:00:00,Batang Station,B,3,OFF,OFF,78.28,55.59,0,1619.6,226,0.041,0.042,0.044,0.031,0.05,0.051,0.021,0.034,0.058,0.039,0.044,0.074,0.074,32.5,33.1,33.5,32.6,33.5,HEALTHY,,,,SYNTHETIC,
2025-09-16 00:00:00,Batang Station,C,4,OFF,OFF,78.28,55.59,0,2118.4,348,0.033,0.052,0.032,0.051,0.035,0.034,0.03,0.038,0.035,0.026,0.048,0.049,0.052,33.2,32.0,33.3,32.7,33.3,HEALTHY,,,,SYNTHETIC,
2025-09-16 00:00:00,Batang Station,D,1,ON,RUNNING_NORMAL,78.28,55.59,66.24,1463.2,359,0.448,0.409,0.386,0.468,0.387,0.418,0.499,0.485,0.49,0.489,0.408,0.515,0.515,38.6,39.1,42.5,44.3,44.3,HEALTHY,,,,SYNTHETIC,
2025-09-16 01:00:00,Batang Station,A,2,OFF,OFF,76.34,54.53,0,1371.6,287,0.054,0.051,0.029,0.045,0.031,0.026,0.055,0.03,0.032,0.038,0.045,0.033,0.055,32.2,32.4,31.1,31.5,32.4,HEALTHY,,,,SYNTHETIC,
2025-09-16 01:00:00,Batang Station,B,3,OFF,OFF,76.34,54.53,0,1619.6,226,0.042,0.039,0.062,0.034,0.055,0.023,0.028,0.037,0.056,0.028,0.029,0.044,0.062,30.4,29.8,30.0,30.6,30.6,HEALTHY,,,,SYNTHETIC,
2025-09-16 01:00:00,Batang Station,C,4,OFF,OFF,76.34,54.53,0,2118.4,348,0.046,0.035,0.037,0.058,0.028,0.054,0.039,0.051,0.041,0.042,0.045,0.037,0.058,32.3,32.3,32.6,32.4,32.6,HEALTHY,,,,SYNTHETIC,
2025-09-16 01:00:00,Batang Station,D,1,ON,RUNNING_NORMAL,76.34,54.53,68.29,1464.2,359,0.488,0.404,0.416,0.434,0.42,0.409,0.588,0.448,0.396,0.523,0.452,0.559,0.588,39.0,37.4,42.5,45.0,45.0,HEALTHY,,,,SYNTHETIC,
2025-09-16 02:00:00,Batang Station,A,2,ON,RUNNING_NORMAL,80.41,52.61,57.6,1372.6,288,0.509,0.42,0.442,0.496,0.417,0.409,0.52,0.464,0.344,0.491,0.424,0.49,0.52,45.9,39.6,56.7,62.3,62.3,HEALTHY,,,,SYNTHETIC,
2025-09-16 02:00:00,Batang Station,B,3,OFF,OFF,80.41,52.61,0,1619.6,226,0.02,0.029,0.024,0.024,0.016,0.04,0.035,0.034,0.041,0.028,0.044,0.052,0.052,30.7,31.6,31.8,31.2,31.8,HEALTHY,,,,SYNTHETIC,
2025-09-16 02:00:00,Batang Station,C,4,OFF,OFF,80.41,52.61,0,2118.4,348,0.013,0.044,0.039,0.047,0.028,0.039,0.05,0.032,0.054,0.051,0.035,0.042,0.054,32.1,31.3,30.5,30.7,32.1,HEALTHY,,,,SYNTHETIC,
2025-09-16 02:00:00,Batang Station,D,1,ON,RUNNING_NORMAL,80.41,52.61,68.06,1465.2,359,0.466,0.353,0.372,0.395,0.368,0.444,0.501,0.38,0.473,0.584,0.434,0.563,0.584,42.1,37.6,42.6,46.6,46.6,HEALTHY,,,,SYNTHETIC,
2025-09-16 03:00:00,Batang Station,A,2,ON,RUNNING_NORMAL,82.67,55.23,64.19,1373.6,288,0.46,0.489,0.463,0.454,0.467,0.408,0.548,0.539,0.433,0.585,0.402,0.549,0.585,45.4,39.5,52.4,64.9,64.9,HEALTHY,,,,SYNTHETIC,
2025-09-16 03:00:00,Batang Station,B,3,OFF,OFF,82.67,55.23,0,1619.6,226,0.026,0.053,0.059,0.032,0.037,0.023,0.028,0.067,0.052,0.031,0.025,0.034,0.067,29.9,30.4,29.8,28.9,30.4,HEALTHY,,,,SYNTHETIC,
2025-09-16 03:00:00,Batang Station,C,4,OFF,OFF,82.67,55.23,0,2118.4,348,0.025,0.022,0.047,0.038,0.037,0.021,0.038,0.03,0.041,0.053,0.029,0.038,0.053,31.6,30.6,31.7,32.1,32.1,HEALTHY,,,,SYNTHETIC,
2025-09-16 03:00:00,Batang Station,D,1,ON,RUNNING_NORMAL,82.67,55.23,68.21,1466.2,359,0.395,0.397,0.427,0.452,0.396,0.395,0.529,0.398,0.383,0.507,0.39,0.507,0.529,42.3,37.4,41.7,45.7,45.7,HEALTHY,,,,SYNTHETIC,
2025-09-16 04:00:00,Batang Station,A,2,ON,RUNNING_NORMAL,91.61,65.78,69.1,1374.6,288,0.363,0.441,0.382,0.405,0.456,0.465,0.532,0.51,0.429,0.559,0.44,0.519,0.559,46.2,42.1,53.0,63.9,63.9,HEALTHY,,,,SYNTHETIC,
2025-09-16 04:00:00,Batang Station,B,3,OFF,OFF,91.61,65.78,0,1619.6,226,0.047,0.05,0.037,0.03,0.031,0.033,0.036,0.038,0.028,0.041,0.036,0.038,0.05,28.7,30.2,28.9,29.5,30.2,HEALTHY,,,,SYNTHETIC,
2025-09-16 04:00:00,Batang Station,C,4,OFF,OFF,91.61,65.78,0,2118.4,348,0.037,0.033,0.054,0.029,0.033,0.025,0.041,0.04,0.042,0.024,0.034,0.027,0.054,28.6,28.0,29.3,29.2,29.3,HEALTHY,,,,SYNTHETIC,
2025-09-16 04:00:00,Batang Station,D,1,ON,RUNNING_NORMAL,91.61,65.78,71.09,1467.2,359,0.436,0.361,0.424,0.438,0.403,0.445,0.511,0.529,0.485,0.534,0.468,0.554,0.554,40.8,37.0,42.2,44.4,44.4,HEALTHY,,,,SYNTHETIC,
2025-09-16 05:00:00,Batang Station,A,2,ON,RUNNING_NORMAL,87.64,63.03,70.82,1375.6,288,0.456,0.483,0.461,0.442,0.443,0.428,0.561,0.489,0.452,0.569,0.477,0.494,0.569,45.7,39.5,55.8,63.8,63.8,HEALTHY,,,,SYNTHETIC,
2025-09-16 05:00:00,Batang Station,B,3,OFF,OFF,87.64,63.03,0,1619.6,226,0.037,0.056,0.052,0.028,0.051,0.041,0.023,0.026,0.05,0.039,0.027,0.047,0.056,29.3,30.6,29.4,29.8,30.6,HEALTHY,,,,SYNTHETIC,
2025-09-16 05:00:00,Batang Station,C,4,OFF,OFF,87.64,63.03,0,2118.4,348,0.046,0.044,0.028,0.049,0.033,0.053,0.045,0.033,0.045,0.039,0.042,0.046,0.053,29.9,30.9,30.5,30.0,30.9,HEALTHY,,,,SYNTHETIC,
2025-09-16 05:00:00,Batang Station,D,1,ON,RUNNING_NORMAL,87.64,63.03,71.31,1468.2,359,0.456,0.437,0.372,0.397,0.354,0.374,0.564,0.457,0.483,0.598,0.426,0.461,0.598,40.8,38.4,42.7,45.2,45.2,HEALTHY,,,,SYNTHETIC,
2025-09-16 06:00:00,Batang Station,A,2,ON,RUNNING_NORMAL,91.14,58.79,69.14,1376.6,288,0.447,0.472,0.403,0.473,0.428,0.497,0.518,0.476,0.409,0.581,0.467,0.509,0.581,47.4,41.2,55.1,65.2,65.2,HEALTHY,,,,SYNTHETIC,
2025-09-16 06:00:00,Batang Station,B,3,OFF,OFF,91.14,58.79,0,1619.6,226,0.05,0.031,0.044,0.042,0.03,0.034,0.038,0.046,0.019,0.036,0.039,0.047,0.05,28.6,30.0,29.1,28.8,30.0,HEALTHY,,,,SYNTHETIC,
2025-09-16 06:00:00,Batang Station,C,4,OFF,OFF,91.14,58.79,0,2118.4,348,0.04,0.03,0.05,0.033,0.038,0.025,0.054,0.039,0.037,0.042,0.024,0.047,0.054,29.2,28.1,28.3,29.3,29.3,HEALTHY,,,,SYNTHETIC,
2025-09-16 06:00:00,Batang Station,D,1,ON,RUNNING_NORMAL,91.14,58.79,76.35,1469.2,359,0.525,0.476,0.488,0.509,0.434,0.395,0.538,0.427,0.466,0.53,0.464,0.569,0.569,41.2,37.4,46.2,47.4,47.4,HEALTHY,,,,SYNTHETIC,
2025-09-16 07:00:00,Batang Station,A,2,ON,RUNNING_NORMAL,98.7,67.31,75.9,1377.6,288,0.457,0.438,0.435,0.38,0.445,0.406,0.552,0.452,0.465,0.566,0.493,0.546,0.566,48.3,40.0,55.3,64.3,64.3,HEALTHY,,,,SYNTHETIC,
2025-09-16 07:00:00,Batang Station,B,3,OFF,OFF,98.7,67.31,0,1619.6,226,0.053,0.049,0.034,0.03,0.031,0.043,0.03,0.033,0.031,0.023,0.019,0.054,0.054,29.1,29.4,28.8,29.0,29.4,HEALTHY,,,,SYNTHETIC,
2025-09-16 07:00:00,Batang Station,C,4,OFF,OFF,98.7,67.31,0,2118.4,348,0.035,0.036,0.038,0.05,0.042,0.044,0.039,0.054,0.04,0.049,0.038,0.043,0.054,29.4,30.2,30.4,30.4,30.4,HEALTHY,,,,SYNTHETIC,
2025-09-16 07:00:00,Batang Station,D,1,ON,RUNNING_NORMAL,98.7,67.31,75.13,1470.2,359,0.505,0.435,0.46,0.494,0.397,0.462,0.599,0.538,0.501,0.587,0.39,0.548,0.599,44.6,39.2,43.8,47.5,47.5,HEALTHY,,,,SYNTHETIC,
2025-09-16 08:00:00,Batang Station,A,2,ON,RUNNING_NORMAL,101.29,80.26,73.49,1378.6,288,0.444,0.433,0.479,0.457,0.476,0.452,0.547,0.459,0.516,0.589,0.515,0.494,0.589,46.9,42.5,56.3,61.9,61.9,HEALTHY,,,,SYNTHETIC,
2025-09-16 08:00:00,Batang Station,B,3,ON,RUNNING_NORMAL,101.29,80.26,72.49,1620.6,227,0.438,0.426,0.439,0.445,0.342,0.474,0.583,0.474,0.469,0.45,0.397,0.497,0.583,38.8,35.4,42.3,45.4,45.4,HEALTHY,,,,SYNTHETIC,
2025-09-16 08:00:00,Batang Station,C,4,OFF,OFF,101.29,80.26,0,2118.4,348,0.048,0.052,0.035,0.051,0.047,0.044,0.046,0.022,0.063,0.048,0.053,0.033,0.063,30.1,29.9,29.4,30.4,30.4,HEALTHY,,,,SYNTHETIC,
2025-09-16 08:00:00,Batang Station,D,1,ON,RUNNING_NORMAL,101.29,80.26,79.13,1471.2,359,0.557,0.37,0.413,0.445,0.407,0.419,0.516,0.406,0.483,0.626,0.415,0.494,0.626,41.5,39.0,42.3,46.5,46.5,HEALTHY,,,,SYNTHETIC,
2025-09-16 09:00:00,Batang Station,A,2,ON,RUNNING_NORMAL,84.0,60.43,65.35,1379.6,288,0.383,0.446,0.44,0.386,0.451,0.427,0.518,0.406,0.423,0.577,0.454,0.507,0.577,44.4,40.8,54.0,66.5,66.5,HEALTHY,,,,SYNTHETIC,
2025-09-16 09:00:00,Batang Station,B,3,OFF,OFF,84.0,60.43,0,1620.6,227,0.041,0.029,0.052,0.032,0.04,0.03,0.031,0.045,0.041,0.045,0.061,0.059,0.061,29.9,30.1,30.6,29.4,30.6,HEALTHY,,,,SYNTHETIC,
2025-09-16 09:00:00,Batang Station,C,4,OFF,OFF,84.0,60.43,0,2118.4,348,0.04,0.039,0.033,0.035,0.03,0.041,0.06,0.032,0.045,0.038,0.051,0.031,0.06,28.9,29.3,29.4,30.2,30.2,HEALTHY,,,,SYNTHETIC,
2025-09-16 09:00:00,Batang Station,D,1,ON,RUNNING_NORMAL,84.0,60.43,73.6,1472.2,359,0.516,0.367,0.404,0.451,0.413,0.429,0.536,0.464,0.509,0.513,0.459,0.553,0.553,40.4,37.0,42.9,43.5,43.5,HEALTHY,,,,SYNTHETIC,
2025-09-16 10:00:00,Batang Station,A,2,ON,RUNNING_NORMAL,93.09,67.98,73.45,1380.6,288,0.458,0.391,0.412,0.463,0.487,0.449,0.56,0.482,0.477,0.611,0.464,0.528,0.611,49.1,43.4,54.9,64.4,64.4,HEALTHY,,,,SYNTHETIC,
2025-09-16 10:00:00,Batang Station,B,3,OFF,OFF,93.09,67.98,0,1620.6,227,0.045,0.05,0.044,0.046,0.054,0.047,0.044,0.044,0.023,0.046,0.043,0.043,0.054,29.6,30.0,29.3,30.3,30.3,HEALTHY,,,,SYNTHETIC,
2025-09-16 10:00:00,Batang Station,C,4,OFF,OFF,93.09,67.98,0,2118.4,348,0.032,0.031,0.036,0.029,0.015,0.044,0.044,0.033,0.036,0.042,0.036,0.057,0.057,29.5,30.4,29.9,30.6,30.6,HEALTHY,,,,SYNTHETIC,
2025-09-16 10:00:00,Batang Station,D,1,ON,RUNNING_NORMAL,93.09,67.98,78.2,1473.2,359,0.518,0.406,0.432,0.528,0.401,0.424,0.592,0.43,0.516,0.505,0.394,0.515,0.592,42.0,38.9,42.5,45.0,45.0,HEALTHY,,,,SYNTHETIC,
2025-09-16 11:00:00,Batang Station,A,2,ON,RUNNING_NORMAL,90.13,58.96,66.43,1381.6,288,0.472,0.437,0.417,0.385,0.397,0.405,0.55,0.399,0.512,0.599,0.455,0.458,0.599,48.1,38.0,57.0,63.9,63.9,HEALTHY,,,,SYNTHETIC,
2025-09-16 11:00:00,Batang Station,B,3,OFF,OFF,90.13,58.96,0,1620.6,227,0.045,0.058,0.023,0.026,0.048,0.018,0.041,0.041,0.04,0.045,0.04,0.05,0.058,29.9,30.1,30.6,30.5,30.6,HEALTHY,,,,SYNTHETIC,
2025-09-16 11:00:00,Batang Station,C,4,OFF,OFF,90.13,58.96,0,2118.4,348,0.038,0.038,0.038,0.047,0.046,0.051,0.062,0.034,0.028,0.037,0.038,0.037,0.062,29.6,30.7,30.6,30.3,30.7,HEALTHY,,,,SYNTHETIC,
2025-09-16 11:00:00,Batang Station,D,1,ON,RUNNING_NORMAL,90.13,58.96,74.15,1474.2,359,0.475,0.414,0.447,0.485,0.431,0.457,0.514,0.457,0.458,0.579,0.487,0.518,0.579,40.2,38.1,42.9,43.3,43.3,HEALTHY,,,,SYNTHETIC,
2025-09-16 12:00:00,Batang Station,A,2,ON,RUNNING_NORMAL,92.23,65.29,70.82,1382.6,288,0.476,0.426,0.493,0.462,0.391,0.476,0.553,0.445,0.427,0.539,0.474,0.478,0.553,47.0,38.8,53.0,63.4,63.4,HEALTHY,,,,SYNTHETIC,
2025-09-16 12:00:00,Batang Station,B,3,OFF,OFF,92.23,65.29,0,1620.6,227,0.041,0.036,0.029,0.04,0.028,0.03,0.049,0.029,0.037,0.048,0.047,0.037,0.049,31.1,30.0,31.1,30.1,31.1,HEALTHY,,,,SYNTHETIC,
2025-09-16 12:00:00,Batang Station,C,4,OFF,OFF,92.23,65.29,0,2118.4,348,0.059,0.037,0.031,0.03,0.033,0.043,0.058,0.037,0.04,0.029,0.056,0.045,0.059,30.4,30.2,31.2,30.5,31.2,HEALTHY,,,,SYNTHETIC,
2025-09-16 12:00:00,Batang Station,D,1,ON,RUNNING_NORMAL,92.23,65.29,75.98,1475.2,359,0.525,0.377,0.404,0.455,0.434,0.421,0.518,0.473,0.458,0.534,0.483,0.532,0.534,42.8,38.2,42.2,42.2,42.8,HEALTHY,,,,SYNTHETIC,
2025-09-16 13:00:00,Batang Station,A,2,ON,RUNNING_NORMAL,92.61,64.9,71.03,1383.6,288,0.549,0.409,0.398,0.439,0.417,0.39,0.522,0.466,0.469,0.558,0.408,0.562,0.562,46.8,40.7,54.0,62.0,62.0,HEALTHY,,,,SYNTHETIC,
2025-09-16 13:00:00,Batang Station,B,3,OFF,OFF,92.61,64.9,0,1620.6,227,0.025,0.043,0.051,0.054,0.03,0.03,0.047,0.039,0.046,0.026,0.037,0.044,0.054,30.6,31.4,32.1,30.9,32.1,HEALTHY,,,,SYNTHETIC,
2025-09-16 13:00:00,Batang Station,C,4,OFF,OFF,92.61,64.9,0,2118.4,348,0.034,0.018,0.068,0.029,0.041,0.028,0.039,0.025,0.024,0.029,0.035,0.045,0.068,32.4,30.8,31.8,32.0,32.4,HEALTHY,,,,SYNTHETIC,
2025-09-16 13:00:00,Batang Station,D,1,ON,RUNNING_NORMAL,92.61,64.9,73.6,1476.2,359,0.487,0.456,0.447,0.468,0.367,0.423,0.551,0.471,0.408,0.563,0.422,0.585,0.585,40.7,37.5,43.5,45.8,45.8,HEALTHY,,,,SYNTHETIC,
2025-09-16 14:00:00,Batang Station,A,2,ON,RUNNING_NORMAL,92.51,69.73,67.72,1384.6,288,0.491,0.479,0.398,0.494,0.402,0.393,0.528,0.475,0.433,0.545,0.437,0.524,0.545,45.8,39.6,52.6,64.0,64.0,HEALTHY,,,,SYNTHETIC,
2025-09-16 14:00:00,Batang Station,B,3,OFF,OFF,92.51,69.73,0,1620.6,227,0.044,0.044,0.044,0.052,0.03,0.032,0.051,0.032,0.036,0.035,0.042,0.05,0.052,32.2,31.0,31.6,32.2,32.2,HEALTHY,,,,SYNTHETIC,
2025-09-16 14:00:00,Batang Station,C,4,OFF,OFF,92.51,69.73,0,2118.4,348,0.04,0.054,0.051,0.033,0.043,0.04,0.039,0.056,0.01,0.037,0.053,0.048,0.056,33.1,33.2,32.2,33.7,33.7,HEALTHY,,,,SYNTHETIC,
2025-09-16 14:00:00,Batang Station,D,1,ON,RUNNING_NORMAL,92.51,69.73,80.65,1477.2,359,0.48,0.428,0.482,0.414,0.44,0.408,0.605,0.44,0.516,0.609,0.384,0.506,0.609,42.7,38.3,43.0,45.6,45.6,HEALTHY,,,,SYNTHETIC,
2025-09-16 15:00:00,Batang Station,A,2,ON,RUNNING_NORMAL,102.72,80.55,76.2,1385.6,288,0.474,0.492,0.399,0.472,0.473,0.474,0.515,0.446,0.473,0.579,0.409,0.599,0.599,44.9,40.9,53.7,65.6,65.6,HEALTHY,,,,SYNTHETIC,
2025-09-16 15:00:00,Batang Station,B,3,ON,RUNNING_NORMAL,102.72,80.55,77.96,1621.6,228,0.454,0.49,0.483,0.435,0.455,0.507,0.548,0.456,0.464,0.544,0.438,0.478,0.548,40.8,36.5,42.8,47.7,47.7,HEALTHY,,,,SYNTHETIC,
2025-09-16 15:00:00,Batang Station,C,4,OFF,OFF,102.72,80.55,0,2118.4,348,0.031,0.042,0.035,0.045,0.035,0.046,0.058,0.052,0.026,0.031,0.048,0.038,0.058,32.2,33.0,32.6,32.2,33.0,HEALTHY,,,,SYNTHETIC,
2025-09-16 15:00:00,Batang Station,D,1,ON,RUNNING_NORMAL,102.72,80.55,76.98,1478.2,359,0.425,0.445,0.41,0.531,0.375,0.499,0.578,0.409,0.463,0.642,0.469,0.595,0.642,41.4,39.3,43.1,45.3,45.3,HEALTHY,,,,SYNTHETIC,
2025-09-16 16:00:00,Batang Station,A,2,ON,RUNNING_NORMAL,97.59,69.44,71.52,1386.6,288,0.495,0.533,0.409,0.43,0.474,0.397,0.556,0.436,0.494,0.581,0.52,0.521,0.581,46.6,41.7,56.8,64.0,64.0,HEALTHY,,,,SYNTHETIC,
2025-09-16 16:00:00,Batang Station,B,3,OFF,OFF,97.59,69.44,0,1621.6,228,0.043,0.045,0.057,0.053,0.028,0.057,0.039,0.052,0.028,0.03,0.039,0.05,0.057,32.9,32.1,32.5,33.0,33.0,HEALTHY,,,,SYNTHETIC,
2025-09-16 16:00:00,Batang Station,C,4,OFF,OFF,97.59,69.44,0,2118.4,348,0.044,0.043,0.043,0.036,0.037,0.043,0.028,0.047,0.038,0.031,0.054,0.053,0.054,32.3,32.4,33.4,32.4,33.4,HEALTHY,,,,SYNTHETIC,
2025-09-16 16:00:00,Batang Station,D,1,ON,RUNNING_NORMAL,97.59,69.44,77.4,1479.2,359,0.489,0.394,0.506,0.42,0.379,0.439,0.603,0.496,0.476,0.602,0.431,0.496,0.603,42.6,38.2,44.0,45.0,45.0,HEALTHY,,,,SYNTHETIC,
2025-09-16 17:00:00,Batang Station,A,2,ON,RUNNING_NORMAL,96.09,68.17,73.8,1387.6,288,0.529,0.46,0.4,0.492,0.443,0.409,0.567,0.387,0.51,0.504,0.449,0.526,0.567,45.6,43.4,54.4,64.7,64.7,HEALTHY,,,,SYNTHETIC,
2025-09-16 17:00:00,Batang Station,B,3,OFF,OFF,96.09,68.17,0,1621.6,228,0.029,0.048,0.06,0.03,0.03,0.038,0.033,0.045,0.022,0.054,0.065,0.036,0.065,31.7,32.4,31.2,31.8,32.4,HEALTHY,,,,SYNTHETIC,
2025-09-16 17:00:00,Batang Station,C,4,OFF,OFF,96.09,68.17,0,2118.4,348,0.046,0.031,0.019,0.029,0.047,0.03,0.053,0.032,0.028,0.033,0.058,0.047,0.058,32.6,33.7,33.8,33.2,33.8,HEALTHY,,,,SYNTHETIC,
2025-09-16 17:00:00,Batang Station,D,1,ON,RUNNING_NORMAL,96.09,68.17,76.03,1480.2,359,0.465,0.357,0.405,0.5,0.465,0.432,0.532,0.519,0.453,0.501,0.443,0.527,0.532,40.1,38.3,43.5,44.2,44.2,HEALTHY,,,,SYNTHETIC,
2025-09-16 18:00:00,Batang Station,A,2,ON,RUNNING_NORMAL,94.83,67.17,71.61,1388.6,288,0.474,0.463,0.438,0.421,0.473,0.433,0.511,0.41,0.496,0.596,0.491,0.449,0.596,46.5,41.5,53.2,63.6,63.6,HEALTHY,,,,SYNTHETIC,
2025-09-16 18:00:00,Batang Station,B,3,OFF,OFF,94.83,67.17,0,1621.6,228,0.023,0.028,0.032,0.038,0.041,0.049,0.055,0.032,0.055,0.035,0.047,0.046,0.055,32.3,33.0,33.4,31.8,33.4,HEALTHY,,,,SYNTHETIC,
2025-09-16 18:00:00,Batang Station,C,4,OFF,OFF,94.83,67.17,0,2118.4,348,0.044,0.038,0.028,0.034,0.045,0.043,0.055,0.032,0.043,0.034,0.044,0.043,0.055,33.8,32.7,34.1,34.2,34.2,HEALTHY,,,,SYNTHETIC,
2025-09-16 18:00:00,Batang Station,D,1,ON,RUNNING_NORMAL,94.83,67.17,76.08,1481.2,359,0.505,0.382,0.5,0.405,0.371,0.492,0.513,0.521,0.447,0.554,0.461,0.519,0.554,40.6,36.7,42.7,45.5,45.5,HEALTHY,,,,SYNTHETIC,
2025-09-16 19:00:00,Batang Station,A,2,ON,RUNNING_NORMAL,91.2,64.47,69.64,1389.6,288,0.473,0.418,0.446,0.455,0.403,0.467,0.567,0.486,0.494,0.541,0.477,0.577,0.577,46.6,40.8,56.3,63.4,63.4,HEALTHY,,,,SYNTHETIC,
2025-09-16 19:00:00,Batang Station,B,3,OFF,OFF,91.2,64.47,0,1621.6,228,0.043,0.031,0.041,0.028,0.045,0.032,0.04,0.048,0.052,0.028,0.052,0.025,0.052,32.9,32.8,33.5,33.5,33.5,HEALTHY,,,,SYNTHETIC,
2025-09-16 19:00:00,Batang Station,C,4,OFF,OFF,91.2,64.47,0,2118.4,348,0.058,0.032,0.032,0.027,0.042,0.056,0.047,0.039,0.049,0.035,0.024,0.063,0.063,34.7,35.1,35.1,35.7,35.7,HEALTHY,,,,SYNTHETIC,
2025-09-16 19:00:00,Batang Station,D,1,ON,RUNNING_NORMAL,91.2,64.47,69.78,1482.2,359,0.473,0.445,0.444,0.464,0.412,0.393,0.585,0.455,0.464,0.552,0.504,0.563,0.585,39.6,37.6,43.7,44.0,44.0,HEALTHY,,,,SYNTHETIC,
2025-09-16 20:00:00,Batang Station,A,2,ON,RUNNING_NORMAL,86.43,61.1,73.47,1390.6,288,0.435,0.416,0.468,0.412,0.435,0.368,0.59,0.451,0.507,0.498,0.433,0.519,0.59,49.0,42.5,55.0,64.6,64.6,HEALTHY,,,,SYNTHETIC,
2025-09-16 20:00:00,Batang Station,B,3,OFF,OFF,86.43,61.1,0,1621.6,228,0.039,0.037,0.033,0.032,0.037,0.051,0.037,0.036,0.04,0.047,0.033,0.038,0.051,32.8,32.5,32.1,32.6,32.8,HEALTHY,,,,SYNTHETIC,
2025-09-16 20:00:00,Batang Station,C,4,OFF,OFF,86.43,61.1,0,2118.4,348,0.033,0.03,0.029,0.031,0.031,0.061,0.037,0.052,0.057,0.028,0.036,0.024,0.061,34.0,33.6,34.3,33.0,34.3,HEALTHY,,,,SYNTHETIC,
2025-09-16 20:00:00,Batang Station,D,1,ON,RUNNING_NORMAL,86.43,61.1,77.41,1483.2,359,0.473,0.414,0.405,0.459,0.388,0.489,0.599,0.494,0.451,0.527,0.45,0.477,0.599,41.5,37.0,42.7,44.9,44.9,HEALTHY,,,,SYNTHETIC,
2025-09-16 21:00:00,Batang Station,A,2,ON,RUNNING_NORMAL,82.37,57.14,68.09,1391.6,288,0.524,0.485,0.373,0.4,0.506,0.513,0.526,0.415,0.442,0.623,0.472,0.443,0.623,48.1,40.2,55.1,61.8,61.8,HEALTHY,,,,SYNTHETIC,
2025-09-16 21:00:00,Batang Station,B,3,OFF,OFF,82.37,57.14,0,1621.6,228,0.036,0.044,0.04,0.033,0.021,0.031,0.046,0.048,0.027,0.039,0.045,0.04,0.048,33.5,33.3,33.2,32.2,33.5,HEALTHY,,,,SYNTHETIC,
2025-09-16 21:00:00,Batang Station,C,4,OFF,OFF,82.37,57.14,0,2118.4,348,0.047,0.043,0.046,0.043,0.033,0.027,0.025,0.031,0.027,0.034,0.049,0.048,0.049,32.5,34.1,33.9,33.2,34.1,HEALTHY,,,,SYNTHETIC,
2025-09-16 21:00:00,Batang Station,D,1,ON,RUNNING_NORMAL,82.37,57.14,74.06,1484.2,359,0.451,0.49,0.471,0.439,0.432,0.467,0.557,0.438,0.445,0.517,0.459,0.464,0.557,41.4,35.9,44.9,46.8,46.8,HEALTHY,,,,SYNTHETIC,
2025-09-16 22:00:00,Batang Station,A,2,OFF,OFF,78.93,52.82,0,1391.6,288,0.041,0.058,0.039,0.042,0.028,0.044,0.033,0.029,0.036,0.049,0.038,0.03,0.058,34.5,34.1,34.5,33.4,34.5,HEALTHY,,,,SYNTHETIC,
2025-09-16 22:00:00,Batang Station,B,3,OFF,OFF,78.93,52.82,0,1621.6,228,0.035,0.046,0.051,0.048,0.017,0.032,0.03,0.041,0.026,0.046,0.058,0.047,0.058,34.4,34.3,34.1,33.3,34.4,HEALTHY,,,,SYNTHETIC,
2025-09-16 22:00:00,Batang Station,C,4,OFF,OFF,78.93,52.82,0,2118.4,348,0.026,0.046,0.015,0.039,0.047,0.021,0.031,0.057,0.044,0.055,0.034,0.036,0.057,32.6,32.6,33.5,32.8,33.5,HEALTHY,,,,SYNTHETIC,
2025-09-16 22:00:00,Batang Station,D,1,ON,RUNNING_NORMAL,78.93,52.82,66.14,1485.2,359,0.453,0.386,0.418,0.502,0.401,0.461,0.518,0.469,0.444,0.522,0.436,0.483,0.522,42.0,35.8,40.8,44.1,44.1,HEALTHY,,,,SYNTHETIC,
2025-09-16 23:00:00,Batang Station,A,2,OFF,OFF,66.01,39.31,0,1391.6,288,0.046,0.045,0.038,0.041,0.032,0.035,0.032,0.033,0.034,0.053,0.048,0.061,0.061,31.0,31.1,31.6,32.3,32.3,HEALTHY,,,,SYNTHETIC,
2025-09-16 23:00:00,Batang Station,B,3,OFF,OFF,66.01,39.31,0,1621.6,228,0.036,0.042,0.055,0.048,0.048,0.042,0.033,0.043,0.02,0.05,0.029,0.027,0.055,32.1,32.5,31.7,32.6,32.6,HEALTHY,,,,SYNTHETIC,
